,AAPL,MSFT,^GSPC
2019-09-16,50.104125022888184,133.63910011291503,2917.31859375
2019-09-17,50.15420001983642,133.70700004577637,2917.917292480469
2019-09-18,50.184825019836424,133.8134001159668,2918.747292480469
2019-09-19,50.21435005187988,133.96200019836425,2919.6399926757813
2019-09-20,50.229300041198734,134.06740028381347,2920.1042944335936
2019-09-23,50.25490005493164,134.1773003387451,2920.697395019531
2019-09-24,50.29195003509521,134.2959004211426,2921.5228955078123
2019-09-25,50.33727504730225,134.4344004058838,2922.5773974609374
2019-09-26,50.38520004272461,134.57480033874512,2923.6463989257813
2019-09-27,50.439300079345706,134.68080032348632,2924.4503002929687
2019-09-30,50.534925079345705,134.83760032653808,2926.0989990234375
2019-10-01,50.62475006103516,134.96100036621092,2927.157399902344
2019-10-02,50.69485008239746,135.04730033874512,2927.5239013671876
2019-10-03,50.771700096130374,135.12080039978028,2927.866999511719
2019-10-04,50.86672508239746,135.22130027770996,2928.7917993164065
2019-10-07,50.97665008544922,135.3303002166748,2929.777399902344
2019-10-08,51.07115005493164,135.41800018310548,2930.0643994140623
2019-10-09,51.18177505493164,135.52370025634767,2930.6956982421875
2019-10-10,51.30785003662109,135.65290031433105,2931.8545971679687
2019-10-11,51.450950050354,135.78730026245117,2933.2966967773436
2019-10-14,51.593200035095215,135.92040031433106,2934.6975952148437
2019-10-15,51.73592506408691,136.07450035095215,2936.6304956054687
2019-10-16,51.878400039672854,136.22920036315918,2938.697194824219
2019-10-17,52.0208500289917,136.3688003540039,2940.7880932617186
2019-10-18,52.17420001983643,136.50610038757324,2943.1294921875
2019-10-21,52.34222499847412,136.69200035095216,2945.7521923828126
2019-10-22,52.49302501678467,136.82410026550292,2947.6793920898435
2019-10-23,52.64462501525879,136.93820030212402,2949.4630932617188
2019-10-24,52.79052501678467,137.05940032958983,2951.13109375
2019-10-25,52.93160003662109,137.15270034790038,2952.623193359375
2019-10-28,53.07277503967285,137.2686003112793,2954.1500927734373
2019-10-29,53.1939750289917,137.3759002685547,2955.6617919921873
2019-10-30,53.316650009155275,137.50710021972657,2957.331091308594
2019-10-31,53.45317501068115,137.61760009765624,2958.79029296875
2019-11-01,53.61087501525879,137.73030014038085,2960.5895922851564
2019-11-04,53.76990001678467,137.84730010986328,2962.4755932617186
2019-11-05,53.91660003662109,137.94030014038086,2964.0442944335937
2019-11-06,54.06502502441406,138.02400009155272,2965.5474951171873
2019-11-07,54.214949989318846,138.09710006713868,2966.8574951171877
2019-11-08,54.3683500289917,138.18700012207032,2968.2836962890624
2019-11-11,54.52740005493164,138.27030014038087,2969.7002954101563
2019-11-12,54.69337501525879,138.40670028686523,2971.4448974609377
2019-11-13,54.855050010681154,138.54050033569337,2973.2474975585938
2019-11-14,55.01230003356934,138.67960037231444,2974.964597167969
2019-11-15,55.181900062561034,138.8397003173828,2976.7515966796873
2019-11-18,55.34577507019043,138.9863003540039,2978.328596191406
2019-11-19,55.50467510223389,139.12440032958983,2979.800295410156
2019-11-20,55.65162509918213,139.24600021362303,2980.9266943359376
2019-11-21,55.79562511444092,139.36620010375975,2982.0038940429686
2019-11-22,55.939500122070314,139.49150009155272,2983.2026953125
2019-11-25,56.105375099182126,139.63419998168945,2984.7795947265627
2019-11-26,56.263000106811525,139.78989990234376,2986.38849609375
2019-11-27,56.424525108337406,139.93459991455077,2987.9940942382814
2019-11-28,56.589750099182126,140.07380004882813,2989.5312939453124
2019-11-29,56.74962509155274,140.19860015869142,2990.8033935546873
2019-12-02,56.89700008392334,140.30510025024415,2991.799094238281
2019-12-03,57.03437511444092,140.42740020751953,2992.690693359375
2019-12-04,57.180350074768064,140.5632002258301,2993.9740942382814
2019-12-05,57.330150032043456,140.69830017089845,2995.1972924804686
2019-12-06,57.50045001983643,140.84960021972657,2996.890290527344
2019-12-09,57.64970005035401,140.97890029907228,2998.39958984375
2019-12-10,57.7988000869751,141.09730041503906,2999.670090332031
2019-12-11,57.954050064086914,141.20710037231444,3000.8907885742187
2019-12-12,58.11515003204346,141.33760040283204,3002.5397900390626
2019-12-13,58.283675003051755,141.4695004272461,3003.969189453125
2019-12-16,58.45912498474121,141.6145004272461,3005.6739892578125
2019-12-17,58.638199996948245,141.757900390625,3007.4673901367187
2019-12-18,58.80494998931885,141.93890029907226,3009.574990234375
2019-12-19,58.98392498016357,142.115400390625,3012.0930908203127
2019-12-20,59.172474975585935,142.32050048828125,3014.9847900390623
2019-12-23,59.39912498474121,142.57250045776368,3018.777490234375
2019-12-24,59.61729995727539,142.79940048217773,3022.1935888671874
2019-12-25,59.83037494659424,143.0204005432129,3025.587587890625
2019-12-26,60.04657497406006,143.21820053100586,3028.6057861328127
2019-12-27,60.26859992980957,143.43070053100587,3031.8194873046873
2019-12-30,60.4961999130249,143.64870056152344,3035.2053881835936
2019-12-31,60.70789989471436,143.8397004699707,3038.2499877929686
2020-01-01,60.935149879455565,144.07690048217773,3042.151787109375
2020-01-02,61.18167488098145,144.3463005065918,3046.254287109375
2020-01-03,61.408999862670896,144.57120040893554,3049.715988769531
2020-01-06,61.632624816894534,144.77740036010744,3052.9422900390623
2020-01-07,61.85269985198975,144.98060043334962,3056.3089892578123
2020-01-08,62.07907485961914,145.1936004638672,3059.5951904296876
2020-01-09,62.321999855041504,145.43670043945312,3063.1126904296875
2020-01-10,62.59122482299804,145.71620040893555,3067.295090332031
2020-01-13,62.86739978790283,145.9945004272461,3071.3925903320314
2020-01-14,63.138699760437014,146.25840042114257,3075.532490234375
2020-01-15,63.40322475433349,146.53460037231446,3079.5459912109377
2020-01-16,63.66879974365234,146.81510040283203,3083.468291015625
2020-01-17,63.943774757385256,147.10750045776368,3087.499892578125
2020-01-20,64.21874977111817,147.39990051269533,3091.531494140625
2020-01-21,64.49592479705811,147.704500579834,3095.6766943359376
2020-01-22,64.76719982147216,147.98520050048828,3099.516394042969
2020-01-23,65.03207485198975,148.25190048217775,3103.011794433594
2020-01-24,65.29469985961914,148.5113003540039,3106.17939453125
2020-01-27,65.53164989471435,148.75890029907225,3108.831394042969
2020-01-28,65.78412490844727,149.05270034790038,3111.799895019531
2020-01-29,66.03599990844727,149.37190032958983,3114.5245947265626
2020-01-30,66.28794990539551,149.7245002746582,3117.2654931640627
2020-01-31,66.51484992980957,150.0536001586914,3119.446794433594
2020-02-03,66.73674995422363,150.43410018920898,3121.956394042969
2020-02-04,66.98212497711182,150.86140014648439,3124.8752954101565
2020-02-05,67.22882499694825,151.2752000427246,3128.154895019531
2020-02-06,67.48944995880127,151.70080001831056,3131.544794921875
2020-02-07,67.74519996643066,152.14529998779298,3134.901193847656
2020-02-10,68.00227493286133,152.6408999633789,3138.5042944335937
2020-02-11,68.25709991455078,153.11149993896484,3142.415793457031
2020-02-12,68.52252494812012,153.565,3146.361591796875
2020-02-13,68.78497493743896,154.00670013427734,3150.3247900390625
2020-02-14,69.05029994964599,154.4829002380371,3154.508488769531
2020-02-17,69.30274997711182,154.9461003112793,3158.542687988281
2020-02-18,69.53877498626709,155.4477001953125,3162.843088378906
2020-02-19,69.8004249572754,155.97400024414063,3167.828486328125
2020-02-20,70.04912490844727,156.4554002380371,3172.4544873046875
2020-02-21,70.2642248916626,156.86010025024413,3176.3118872070313
2020-02-24,70.44202487945557,157.19780029296874,3179.1828857421874
2020-02-25,70.60122486114501,157.5218003845215,3181.534384765625
2020-02-26,70.76527484893799,157.8411003112793,3183.504284667969
2020-02-27,70.87384983062744,158.03190017700194,3183.9105859375
2020-02-28,70.96672477722169,158.2552001953125,3183.7500854492187
2020-03-02,71.1240747833252,158.58760009765626,3184.9908862304687
2020-03-03,71.25907478332519,158.81699996948242,3185.0677880859375
2020-03-04,71.42999977111816,159.11839996337892,3186.47208984375
2020-03-05,71.57409980773926,159.38419998168945,3186.731989746094
2020-03-06,71.70564979553222,159.62580001831054,3186.59369140625
2020-03-09,71.76979984283447,159.7477000427246,3183.992092285156
2020-03-10,71.88324981689453,159.99320007324218,3182.8544921875
2020-03-11,71.96387481689453,160.15710006713869,3180.2230908203123
2020-03-12,71.97549980163575,160.14830001831055,3174.926589355469
2020-03-13,72.05397480010987,160.3293000793457,3171.8112890625
2020-03-16,72.03687480926514,160.2416000366211,3165.278388671875
2020-03-17,72.06079982757568,160.27900009155275,3160.2013891601564
2020-03-18,72.06932483673096,160.23690002441407,3153.714689941406
2020-03-19,72.05937484741212,160.23030014038085,3147.43298828125
2020-03-20,71.99292484283447,160.166600189209,3139.8130883789063
2020-03-23,71.91009983062744,160.08090011596678,3131.404387207031
2020-03-24,71.88447483062744,160.11970001220703,3125.1314868164063
2020-03-25,71.85517486572266,160.14830001831055,3119.119287109375
2020-03-26,71.85269989013672,160.2668000793457,3114.5681884765627
2020-03-27,71.82169986724854,160.30419998168946,3109.0520874023437
2020-03-30,71.80322483062744,160.44539993286133,3104.448486328125
2020-03-31,71.78404983520508,160.5517999267578,3099.375986328125
2020-04-01,71.72514984130859,160.5997999572754,3093.1405859375
2020-04-02,71.68087478637695,160.6717999267578,3087.4432861328123
2020-04-03,71.61999977111816,160.71039993286132,3081.125185546875
2020-04-06,71.60842475891113,160.85970001220704,3076.5416845703126
2020-04-07,71.59127471923829,160.99070007324218,3071.933984375
2020-04-08,71.59847473144531,161.14580017089844,3068.3491845703124
2020-04-09,71.6134246826172,161.30240020751953,3065.211984863281
2020-04-10,71.62894966125488,161.4579002380371,3062.00728515625
2020-04-13,71.64614967346192,161.60070022583008,3058.287185058594
2020-04-14,71.70304962158202,161.81740020751954,3055.342585449219
2020-04-15,71.74452461242676,162.01300018310548,3051.6398876953126
2020-04-16,71.79164962768554,162.26020004272462,3048.0990893554685
2020-04-17,71.83052459716797,162.53240005493163,3045.434890136719
2020-04-20,71.86244956970215,162.7875,3042.5277880859376
2020-04-21,71.88474952697754,162.97260009765625,3038.961389160156
2020-04-22,71.9206495666504,163.2093000793457,3035.8268896484374
2020-04-23,71.94427459716798,163.42420013427736,3032.6305908203126
2020-04-24,71.97492462158203,163.65220016479492,3029.5388916015627
2020-04-27,72.01554962158202,163.879100189209,3026.964091796875
2020-04-28,72.04079956054687,164.0659001159668,3024.2727905273437
2020-04-29,72.08319961547852,164.3232000732422,3022.251591796875
2020-04-30,72.13904960632324,164.5829000854492,3019.6901904296874
2020-05-01,72.17384963989258,164.78330017089843,3016.309289550781
2020-05-04,72.20709968566895,165.0164001464844,3012.822189941406
2020-05-05,72.24997467041015,165.27710006713866,3009.581389160156
2020-05-06,72.30219970703125,165.55880004882812,3006.154189453125
2020-05-07,72.36149971008301,165.8377000427246,3002.9123876953126
2020-05-08,72.43822471618653,166.11039993286133,2999.9981884765625
2020-05-11,72.51574974060058,166.4036999511719,2997.059987792969
2020-05-12,72.58359977722168,166.6549998474121,2993.5273901367186
2020-05-13,72.64204978942871,166.878699798584,2989.4935913085938
2020-05-14,72.69112480163574,167.0972998046875,2985.6194921875
2020-05-15,72.73589981079101,167.33929977416992,2981.856291503906
2020-05-18,72.79449981689453,167.6124998474121,2979.182490234375
2020-05-19,72.84322486877441,167.8717999267578,2976.1040893554687
2020-05-20,72.90717491149903,168.1513999938965,2973.5123901367188
2020-05-21,72.94842491149902,168.37949996948242,2970.4189892578124
2020-05-22,73.00207496643067,168.6283999633789,2967.6249877929686
2020-05-25,73.04980003356934,168.8731999206543,2964.716687011719
2020-05-26,73.09565002441406,169.11309997558592,2962.262587890625
2020-05-27,73.13294998168945,169.33029998779296,2960.0933862304687
2020-05-28,73.15449996948242,169.5233999633789,2957.6436865234373
2020-05-29,73.17352500915527,169.7425,2955.4332861328126
2020-06-01,73.18575004577637,169.93800003051757,2953.109287109375
2020-06-02,73.21240005493163,170.16580001831053,2951.0859887695315
2020-06-03,73.24685005187989,170.38760009765625,2949.4217895507813
2020-06-04,73.26455009460449,170.55510009765624,2947.3771899414064
2020-06-05,73.29647506713867,170.7561000061035,2946.0202880859374
2020-06-08,73.33330001831055,170.96869995117189,2945.047985839844
2020-06-09,73.40184997558593,171.20169998168944,2943.911884765625
2020-06-10,73.48969993591308,171.51309997558593,2942.5957836914063
2020-06-11,73.53137489318847,171.70860000610352,2939.361384277344
2020-06-12,73.58259986877441,171.93560012817383,2936.81978515625
2020-06-15,73.66769981384277,172.20220016479493,2935.049387207031
2020-06-16,73.75367477416992,172.48330017089845,2933.534387207031
2020-06-17,73.82179977416992,172.74530029296875,2931.9352880859374
2020-06-18,73.89144981384277,172.98070037841796,2930.25208984375
2020-06-19,73.99197479248046,173.22990036010742,2928.974289550781
2020-06-22,74.11749977111816,173.4918003845215,2927.66369140625
2020-06-23,74.23669975280762,173.7097004699707,2926.0006909179688
2020-06-24,74.33322471618652,173.88910049438476,2923.157092285156
2020-06-25,74.43229972839356,174.05620040893555,2920.5368920898436
2020-06-26,74.51629974365234,174.1806004333496,2917.35029296875
2020-06-29,74.61687477111816,174.27800048828124,2914.3617919921876
2020-06-30,74.72984977722167,174.46870040893555,2911.7871923828125
2020-07-01,74.822124710083,174.6686003112793,2909.1512939453123
2020-07-02,74.92022468566894,174.89410018920898,2906.7119946289063
2020-07-03,75.01812461853028,175.1032000732422,2904.2104956054686
2020-07-06,75.14037460327148,175.35669998168945,2902.2060961914062
2020-07-07,75.274599609375,175.56690002441405,2899.956396484375
2020-07-08,75.418974609375,175.82240005493165,2897.794296875
2020-07-09,75.57574966430664,176.12140014648438,2895.582497558594
