Attributes,Adj Close,Adj Close,Adj Close,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Symbols,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC,AAPL,MSFT,^GSPC
Date,,,,,,,,,,,,,,,,,,
2019-03-14,44.596927642822266,110.55870819091797,2808.47998046875,45.932498931884766,114.58999633789062,2808.47998046875,46.025001525878906,115.19999694824219,2815.0,45.63999938964844,114.33000183105469,2803.4599609375,45.974998474121094,114.54000091552734,2810.3798828125,94318000.0,30763400.0,3469730000.0
2019-03-15,45.17705535888672,111.83228302001953,2822.47998046875,46.529998779296875,115.91000366210938,2822.47998046875,46.83250045776367,117.25,2830.72998046875,45.935001373291016,114.58999633789062,2810.7900390625,46.212501525878906,115.33999633789062,2810.7900390625,156171600.0,54681100.0,5962730000.0
2019-03-18,45.63824462890625,113.43388366699219,2832.93994140625,47.005001068115234,117.56999969482422,2832.93994140625,47.09749984741211,117.61000061035156,2835.409912109375,46.4474983215332,116.05000305175781,2821.989990234375,46.45000076293945,116.16999816894531,2822.610107421875,104879200.0,31207600.0,3552190000.0
2019-03-19,45.276573181152344,113.51106262207031,2832.570068359375,46.63249969482422,117.6500015258789,2832.570068359375,47.247501373291016,118.44000244140625,2852.419921875,46.47999954223633,116.98999786376953,2823.27001953125,47.087501525878906,118.08999633789062,2840.760009765625,126585600.0,37588700.0,3620220000.0
2019-03-20,45.67222213745117,113.38562774658203,2824.22998046875,47.040000915527344,117.5199966430664,2824.22998046875,47.372501373291016,118.75,2843.5400390625,46.182498931884766,116.70999908447266,2812.429931640625,46.557498931884766,117.38999938964844,2831.340087890625,124140800.0,28113300.0,3771200000.0
2019-03-21,47.35435485839844,115.99066162109375,2854.8798828125,48.772499084472656,120.22000122070312,2854.8798828125,49.08250045776367,120.81999969482422,2860.31005859375,47.45249938964844,117.08999633789062,2817.3798828125,47.505001068115234,117.13999938964844,2819.719970703125,204136800.0,29854400.0,3546800000.0
2019-03-22,46.37371826171875,112.93217468261719,2800.7099609375,47.76250076293945,117.05000305175781,2800.7099609375,49.42250061035156,119.58999633789062,2846.159912109375,47.69499969482422,117.04000091552734,2800.469970703125,48.834999084472656,119.5,2844.52001953125,169630800.0,33624500.0,4237200000.0
2019-03-25,45.813011169433594,113.52072143554688,2798.360107421875,47.185001373291016,117.66000366210938,2798.360107421875,47.994998931884766,118.01000213623047,2809.7900390625,46.650001525878906,116.31999969482422,2785.02001953125,47.877498626708984,116.55999755859375,2796.010009765625,175381200.0,27067100.0,3376580000.0
2019-03-26,45.33967971801758,113.76192474365234,2818.4599609375,46.6974983215332,117.91000366210938,2818.4599609375,48.220001220703125,118.70999908447266,2829.8701171875,46.14500045776367,116.8499984741211,2803.989990234375,47.915000915527344,118.62000274658203,2812.659912109375,199202000.0,26097700.0,3266050000.0
2019-03-27,45.74747085571289,112.66202545166016,2805.3701171875,47.11750030517578,116.7699966430664,2805.3701171875,47.439998626708984,118.20999908447266,2825.56005859375,46.63750076293945,115.5199966430664,2787.719970703125,47.1875,117.87999725341797,2819.719970703125,119393600.0,22733400.0,3372930000.0
2019-03-28,45.80815505981445,112.81639862060547,2815.43994140625,47.18000030517578,116.93000030517578,2815.43994140625,47.38999938964844,117.58000183105469,2819.7099609375,46.88249969482422,116.12999725341797,2798.77001953125,47.23749923706055,117.44000244140625,2809.39990234375,83121600.0,18334800.0,3158170000.0
2019-03-29,46.10671615600586,113.79085540771484,2834.39990234375,47.48749923706055,117.94000244140625,2834.39990234375,47.52000045776367,118.31999969482422,2836.030029296875,47.1349983215332,116.95999908447266,2819.22998046875,47.45750045776367,118.06999969482422,2828.27001953125,94256000.0,25399800.0,3740700000.0
2019-04-01,46.419837951660156,114.83287048339844,2867.18994140625,47.810001373291016,119.0199966430664,2867.18994140625,47.91999816894531,119.11000061035156,2869.39990234375,47.095001220703125,118.0999984741211,2848.6298828125,47.90999984741211,118.94999694824219,2848.6298828125,111448000.0,22789100.0,3500760000.0
2019-04-02,47.094627380371094,114.99689483642578,2867.239990234375,48.505001068115234,119.19000244140625,2867.239990234375,48.6150016784668,119.4800033569336,2872.89990234375,47.76250076293945,118.5199966430664,2858.75,47.772499084472656,119.05999755859375,2868.239990234375,91062800.0,18142300.0,3246900000.0
2019-04-03,47.41746520996094,115.74945068359375,2873.39990234375,48.837501525878906,119.97000122070312,2873.39990234375,49.125,120.43000030517578,2885.25,48.287498474121094,119.1500015258789,2865.169921875,48.3125,119.86000061035156,2876.090087890625,93087200.0,22860700.0,3550240000.0
2019-04-04,47.4999885559082,115.16090393066406,2879.389892578125,48.92250061035156,119.36000061035156,2879.389892578125,49.092498779296875,120.2300033569336,2881.280029296875,48.28499984741211,118.37999725341797,2867.139892578125,48.6974983215332,120.0999984741211,2873.989990234375,76457200.0,20112800.0,3015180000.0
2019-04-05,47.817962646484375,115.67227172851562,2892.739990234375,49.25,119.88999938964844,2892.739990234375,49.275001525878906,120.2300033569336,2893.239990234375,48.98249816894531,119.37000274658203,2882.989990234375,49.11249923706055,119.38999938964844,2884.159912109375,74106400.0,15826200.0,3146820000.0
2019-04-08,48.57042694091797,115.71086120605469,2895.77001953125,50.025001525878906,119.93000030517578,2895.77001953125,50.057498931884766,120.0199966430664,2895.949951171875,49.084999084472656,118.63999938964844,2880.780029296875,49.10499954223633,119.80999755859375,2888.4599609375,103526800.0,15116200.0,3054030000.0
2019-04-09,48.4247932434082,115.08372497558594,2878.199951171875,49.875,119.27999877929688,2878.199951171875,50.712501525878906,119.54000091552734,2886.8798828125,49.807498931884766,118.58000183105469,2873.330078125,50.08000183105469,118.62999725341797,2886.580078125,143072800.0,17612000.0,3007980000.0
2019-04-10,48.696651458740234,115.96171569824219,2888.2099609375,50.154998779296875,120.19000244140625,2888.2099609375,50.185001373291016,120.3499984741211,2889.7099609375,49.54499816894531,119.54000091552734,2879.1298828125,49.66999816894531,119.76000213623047,2881.3701171875,86781200.0,16477200.0,3062380000.0
2019-04-11,48.291290283203125,116.09679412841797,2888.320068359375,49.73749923706055,120.33000183105469,2888.320068359375,50.25,120.8499984741211,2893.419921875,49.61000061035156,119.91999816894531,2881.989990234375,50.212501525878906,120.54000091552734,2891.919921875,83603200.0,14209100.0,2938540000.0
2019-04-12,48.27186965942383,116.69495391845703,2907.409912109375,49.717498779296875,120.94999694824219,2907.409912109375,50.03499984741211,120.9800033569336,2910.5400390625,49.0525016784668,120.37000274658203,2898.3701171875,49.79999923706055,120.63999938964844,2900.860107421875,111042800.0,19745100.0,3688490000.0
2019-04-15,48.3592529296875,116.79144287109375,2905.580078125,49.807498931884766,121.05000305175781,2905.580078125,49.962501525878906,121.58000183105469,2909.60009765625,49.502498626708984,120.56999969482422,2896.47998046875,49.64500045776367,120.94000244140625,2908.320068359375,70146400.0,15792600.0,3088330000.0
2019-04-16,48.36410903930664,116.52130889892578,2907.06005859375,49.8125,120.7699966430664,2907.06005859375,50.342498779296875,121.6500015258789,2916.06005859375,49.63999938964844,120.0999984741211,2900.7099609375,49.8650016784668,121.63999938964844,2912.260009765625,102785600.0,14071800.0,3402210000.0
2019-04-17,49.3058967590332,117.4861068725586,2900.449951171875,50.782501220703125,121.7699966430664,2900.449951171875,50.845001220703125,121.8499984741211,2918.0,49.65250015258789,120.54000091552734,2895.449951171875,49.8849983215332,121.23999786376953,2916.0400390625,115627200.0,19300900.0,3602300000.0
2019-04-18,49.48310089111328,119.02984619140625,2905.030029296875,50.96500015258789,123.37000274658203,2905.030029296875,51.037498474121094,123.5199966430664,2908.39990234375,50.630001068115234,121.30000305175781,2891.89990234375,50.779998779296875,122.19000244140625,2904.81005859375,96783200.0,27991000.0,3506850000.0
2019-04-22,49.64572525024414,119.40611267089844,2907.969970703125,51.13249969482422,123.76000213623047,2907.969970703125,51.23500061035156,124.0,2909.510009765625,50.584999084472656,122.56999969482422,2896.35009765625,50.70750045776367,122.62000274658203,2898.780029296875,77758000.0,15648700.0,2997950000.0
